Time,phi,theta,psi,p,q,r,phi_dot,theta_dot,psi_dot,V_NED_x,V_NED_y,V_NED_z,Pos_NED_x,Pos_NED_y,Pos_NED_z
1.662500,176.850190,44.323589,-25.470116,900.000000,-57.263539,-28.697755,82.880680,58.975129,34.716228,54.069678,-7.413585,-9.921463,142.677921,-9.886442,1.170093
1.675000,177.952778,45.065288,-24.660368,900.000000,-57.201346,-48.675105,88.207030,59.335962,64.779874,52.141835,-8.793004,-10.296960,143.329693,-9.996354,1.041381
1.687500,179.104453,45.800443,-23.475975,900.000000,-57.106554,-67.959742,92.134006,58.812404,94.751443,50.363693,-10.064533,-11.356714,143.959240,-10.122161,0.899423
1.700000,180.285749,46.518067,-21.924069,900.000000,-56.979216,-86.277217,94.503658,57.409904,124.152454,48.903776,-11.015795,-13.043604,144.570537,-10.259858,0.736378
1.712500,181.475715,47.207932,-20.018176,900.000000,-56.819405,-103.366848,95.197293,55.189167,152.471483,47.905906,-11.461200,-15.240053,145.169361,-10.403123,0.545877
1.725000,182.652554,47.861230,-17.778429,900.000000,-56.627213,-118.985427,94.147069,52.263859,179.179738,47.476581,-11.258444,-17.778524,145.762818,-10.543854,0.323645
1.737500,183.794350,48.471153,-15.231535,900.000000,-56.402749,-132.910678,91.343750,48.793886,203.751532,47.675364,-10.321118,-20.456677,146.358760,-10.672868,0.067937
1.750000,184.879839,49.033337,-12.410440,900.000000,-56.146140,-144.944427,86.839053,44.974670,225.687608,48.509275,-8.626241,-23.055808,146.965126,-10.780696,-0.220261
1.762500,185.889113,49.546129,-9.353709,900.000000,-55.857534,-154.915416,80.741928,41.023402,244.538443,49.931906,-6.215974,-25.360762,147.589275,-10.858396,-0.537270
1.775000,186.804228,50.010675,-6.104654,900.000000,-55.537094,-162.681745,73.209252,37.163662,259.924406,51.847562,-3.193240,-27.179385,148.237369,-10.898311,-0.877013
1.787500,187.609635,50.430799,-2.710278,900.000000,-55.185003,-168.132887,64.432512,33.609942,271.550090,54.120233,0.288364,-28.359594,148.913872,-10.894706,-1.231508
1.800000,188.292418,50.812718,0.779861,900.000000,-54.801463,-171.191267,54.622695,30.553507,279.211139,56.586583,4.039419,-28.802375,149.621204,-10.844214,-1.591537
1.812500,188.842366,51.164602,4.314777,900.000000,-54.386690,-171.813358,43.995776,28.150687,282.793260,59.071617,7.852772,-28.469462,150.359600,-10.746054,-1.947405
1.825000,189.251875,51.496030,7.843082,900.000000,-53.940922,-169.990308,32.760753,26.514258,282.264400,61.405329,11.523018,-27.384958,151.127166,-10.602016,-2.289717
1.837500,189.515769,51.817382,11.313858,900.000000,-53.464413,-165.748061,21.111504,25.708125,277.662036,63.438496,14.865322,-25.630839,151.920147,-10.416200,-2.610103
1.850000,189.631055,52.139196,14.677333,900.000000,-52.957435,-159.146990,9.222878,25.745174,269.078011,65.055887,17.731704,-23.336881,152.733346,-10.194554,-2.901814
1.862500,189.596689,52.471546,17.885374,900.000000,-52.420276,-150.281037,-2.749259,26.587951,256.643294,66.185543,20.023143,-20.666199,153.560665,-9.944264,-3.160141
1.875000,189.413380,52.823442,20.891808,900.000000,-51.853242,-139.276378,-14.664765,28.151741,240.514721,66.803246,21.696379,-17.797974,154.395706,-9.673060,-3.382616
1.887500,189.083457,53.202313,23.652623,900.000000,-51.256657,-126.289623,-26.393764,30.309665,220.865191,66.931902,22.764833,-14.909221,155.232355,-9.388499,-3.568981
1.900000,188.610832,53.613557,26.126101,900.000000,-50.630860,-111.505592,-37.810054,32.899467,197.878258,66.636096,23.293760,-12.157480,156.065306,-9.097327,-3.720950
1.912500,188.001026,54.060204,28.272945,900.000000,-49.976209,-95.134683,-48.784435,35.731780,171.747542,66.012565,23.390288,-9.666116,156.890463,-8.804949,-3.841776
1.925000,187.261290,54.542700,30.056457,900.000000,-49.293076,-77.409876,-59.178940,38.599700,142.680976,65.177714,23.189566,-7.513634,157.705184,-8.515079,-3.935697
1.937500,186.400753,55.058819,31.442827,900.000000,-48.581851,-58.583419,-68.842907,41.289515,110.909538,64.253501,22.838550,-5.727972,158.508353,-8.229597,-4.007296
1.950000,185.430606,55.603724,32.401573,900.000000,-47.842938,-38.923240,-77.611747,43.592366,76.699706,63.353107,22.479132,-4.286212,159.300267,-7.948608,-4.060874
1.962500,184.364242,56.170180,32.906178,900.000000,-47.076760,-18.709129,-85.309118,45.316480,40.368416,62.567794,22.232298,-3.119658,160.082364,-7.670704,-4.099870
1.975000,183.217331,56.748922,32.934912,900.000000,-46.283752,1.771239,-91.752930,46.299384,2.298716,61.956214,22.184830,-2.123633,160.856817,-7.393394,-4.126415
